frame;intention_direction;intention_proximity
8049;right;78
8050;right;78
8051;right;78
8052;right;78
8053;right;78
8054;right;78
8055;right;78
8056;right;78
8057;right;78
8058;right;78
8059;right;78
8060;right;78
8061;right;78
8062;right;78
8063;right;78
8064;right;78
8065;right;78
8066;right;78
8067;right;78
8068;right;78
8069;right;78
8070;right;78
8071;right;78
8072;right;78
8073;right;78
8074;right;78
8075;right;78
8076;right;78
8077;right;78
8078;right;78
8079;right;78
8080;right;78
8081;right;78
8082;right;78
8083;right;78
8084;right;78
8085;right;78
8086;right;78
8087;right;78
8088;right;78
8089;right;78
8090;right;78
8091;right;78
8092;right;78
8093;right;78
8094;right;78
8095;right;78
8096;right;78
8097;right;78
8098;right;78
8099;right;78
8100;right;78
8101;right;78
8102;right;78
8103;right;78
8104;right;78
8105;right;78
8106;right;78
8107;right;78
8108;right;78
8109;right;78
8110;right;78
8111;right;78
8112;right;78
8113;right;78
8114;right;78
8115;right;78
8116;right;78
8117;right;78
8118;right;78
8119;right;78
8120;right;78
8121;right;78
8122;right;78
8123;right;78
8124;right;78
8125;right;78
8126;right;78
8127;right;78
8128;right;78
8129;right;78
8130;right;78
8131;right;78
8132;right;78
8133;right;78
8134;right;78
8135;right;78
8136;right;78
8137;right;78
8138;right;78
8139;right;78
8140;right;78
8141;right;78
8142;right;78
8143;right;78
8144;right;78
8145;right;78
8146;right;78
8147;right;78
8148;right;78
8149;right;78
8150;right;78
8151;right;78
8152;right;78
8153;right;78
8154;right;78
8155;right;78
8156;right;78
8157;right;78
8158;right;78
8159;right;78
8160;right;78
8161;right;78
8162;right;78
8163;right;77
8164;right;77
8165;right;77
8166;right;76
8167;right;76
8168;right;75
8169;right;75
8170;right;74
8171;right;74
8172;right;73
8173;right;72
8174;right;72
8175;right;71
8176;right;71
8177;right;70
8178;right;69
8179;right;69
8180;right;68
8181;right;68
8182;right;67
8183;right;66
8184;right;66
8185;right;65
8186;right;65
8187;right;64
8188;right;64
8189;right;63
8190;right;62
8191;right;62
8192;right;61
8193;right;60
8194;right;60
8195;right;59
8196;right;59
8197;right;58
8198;right;58
8199;right;57
8200;right;56
8201;right;56
8202;right;55
8203;right;55
8204;right;54
8205;right;54
8206;right;53
8207;right;52
8208;right;52
8209;right;51
8210;right;51
8211;right;50
8212;right;50
8213;right;49
8214;right;48
8215;right;48
8216;right;47
8217;right;47
8218;right;46
8219;right;45
8220;right;45
8221;right;44
8222;right;43
8223;right;43
8224;right;42
8225;right;42
8226;right;41
8227;right;41
8228;right;40
8229;right;39
8230;right;39
8231;right;38
8232;right;38
8233;right;37
8234;right;37
8235;right;36
8236;right;35
8237;right;35
8238;right;34
8239;right;34
8240;right;33
8241;right;33
8242;right;32
8243;right;31
8244;right;31
8245;right;30
8246;right;29
8247;right;29
8248;right;28
8249;right;28
8250;right;27
8251;right;27
8252;right;26
8253;right;25
8254;right;25
8255;right;24
8256;right;24
8257;right;23
8258;right;22
8259;right;22
8260;right;21
8261;right;21
8262;right;20
8263;right;19
8264;right;19
8265;right;18
8266;right;18
8267;right;17
8268;right;17
8269;right;16
8270;right;15
8271;right;15
8272;right;14
8273;right;14
8274;right;13
8275;right;13
8276;right;13
8277;right;13
8278;right;13
8279;right;13
8280;right;13
8281;right;13
8282;right;13
8283;right;13
8284;right;13
8285;right;13
8286;right;13
8287;right;13
8288;right;13
8289;right;13
8290;right;13
8291;right;13
8292;right;13
8293;right;13
8294;right;13
8295;right;13
8296;right;13
8297;right;13
8298;right;13
8299;right;13
8300;right;13
8301;right;13
8302;right;13
8303;right;13
8304;right;13
8305;right;13
8306;right;13
8307;right;13
8308;right;13
8309;right;13
8310;right;13
8311;right;13
8312;right;13
8313;right;13
8314;right;13
8315;right;13
8316;right;13
8317;right;13
8318;right;13
8319;right;13
8320;right;13
8321;right;13
8322;right;13
8323;right;13
8324;right;13
8325;right;13
8326;right;13
8327;right;13
8328;right;13
8329;right;13
8330;right;13
8331;right;13
8332;right;13
8333;right;13
8334;right;13
8335;right;13
8336;right;13
8337;right;13
8338;right;13
8339;right;13
8340;right;13
8341;right;13
8342;right;13
8343;right;13
8344;right;13
8345;right;13
8346;right;13
8347;right;13
8348;right;13
8349;right;13
8350;right;13
8351;right;13
8352;right;13
8353;right;13
8354;right;13
8355;right;13
8356;right;13
8357;right;13
8358;right;13
8359;right;13
8360;right;13
8361;right;13
8362;right;13
8363;right;13
8364;right;13
8365;right;13
8366;right;13
8367;right;13
8368;right;13
8369;right;13
8370;right;13
8371;right;13
8372;right;13
8373;right;13
8374;right;13
8375;right;13
8376;right;13
8377;right;13
8378;right;13
8379;right;13
8380;right;13
8381;right;13
8382;right;13
8383;right;13
8384;right;13
8385;right;13
8386;right;13
8387;right;13
8388;right;13
8389;right;13
8390;right;13
8391;right;13
8392;right;13
8393;right;13
8394;right;13
8395;right;13
8396;right;13
8397;right;13
8398;right;13
8399;right;13
8400;right;13
8401;right;13
8402;right;13
8403;right;13
8404;right;13
8405;right;13
8406;right;13
8407;right;13
8408;right;13
8409;right;13
8410;right;13
8411;right;13
8412;right;13
8413;right;13
8414;right;13
8415;right;13
8416;right;13
8417;right;13
8418;right;13
8419;right;13
8420;right;13
8421;right;13
8422;right;13
8423;right;13
8424;right;13
8425;right;13
8426;right;13
8427;right;13
8428;right;13
8429;right;13
8430;right;13
8431;right;13
8432;right;13
8433;right;13
8434;right;13
8435;right;13
8436;right;13
8437;right;13
8438;right;13
8439;right;13
8440;right;13
8441;right;13
8442;right;13
8443;right;13
8444;right;13
8445;right;13
8446;right;13
8447;right;13
8448;right;13
8449;right;13
8450;right;13
8451;right;13
8452;right;13
8453;right;13
8454;right;13
8455;right;13
8456;right;13
8457;right;13
8458;right;13
8459;right;13
8460;right;13
8461;right;13
8462;right;13
8463;right;13
8464;right;13
8465;right;13
8466;right;13
8467;right;13
8468;right;13
8469;right;13
8470;right;13
8471;right;13
8472;right;13
8473;right;13
8474;right;13
8475;right;13
8476;right;13
8477;right;13
8478;right;13
8479;right;13
8480;right;13
8481;right;13
8482;right;13
8483;right;13
8484;right;13
8485;right;13
8486;right;13
8487;right;13
8488;right;13
8489;right;13
8490;right;13
8491;right;13
8492;right;13
8493;right;13
8494;right;13
8495;right;13
8496;right;13
8497;right;13
8498;right;13
8499;right;13
8500;right;13
8501;right;13
8502;right;13
8503;right;13
8504;right;13
8505;right;13
8506;right;13
8507;right;13
8508;right;13
8509;right;13
8510;right;13
8511;right;13
8512;right;13
8513;right;13
8514;right;13
8515;right;13
8516;right;13
8517;right;13
8518;right;13
8519;right;13
8520;right;13
8521;right;13
8522;right;13
8523;right;13
8524;right;13
8525;right;13
8526;right;13
8527;right;13
8528;right;13
8529;right;13
8530;right;13
8531;right;13
8532;right;13
8533;right;13
8534;right;13
8535;right;13
8536;right;13
8537;right;13
8538;right;13
8539;right;13
8540;right;13
8541;right;13
8542;right;13
8543;right;13
8544;right;13
8545;right;13
8546;right;13
8547;right;13
8548;right;13
8549;right;13
8550;right;13
8551;right;13
8552;right;13
8553;right;13
8554;right;13
8555;right;13
8556;right;13
8557;right;13
8558;right;13
8559;right;13
8560;right;13
8561;right;13
8562;right;13
8563;right;13
8564;right;13
8565;right;13
8566;right;13
8567;right;13
8568;right;13
8569;right;13
8570;right;13
8571;right;13
8572;right;13
8573;right;13
8574;right;13
8575;right;13
8576;right;13
8577;right;13
8578;right;13
8579;right;13
8580;right;13
8581;right;13
8582;right;13
8583;right;13
8584;right;13
8585;right;13
8586;right;13
8587;right;13
8588;right;13
8589;right;13
8590;right;13
8591;right;13
8592;right;13
8593;right;13
8594;right;13
8595;right;13
8596;right;13
8597;right;13
8598;right;13
8599;right;13
8600;right;13
8601;right;13
8602;right;13
8603;right;13
8604;right;13
8605;right;13
8606;right;13
8607;right;13
8608;right;13
8609;right;13
8610;right;13
8611;right;13
8612;right;13
8613;right;13
8614;right;13
8615;right;13
8616;right;12
8617;right;12
8618;right;12
8619;right;11
8620;right;11
8621;right;10
8622;right;10
8623;right;9
8624;right;9
8625;right;8
8626;right;7
8627;right;7
8628;right;6
8629;right;5
8630;right;5
8631;right;4
8632;right;4
8633;right;3
8634;right;2
8635;right;2
8636;right;1
8637;right;1
8638;right;0
8639;right;0
8640;left;239
8641;left;238
8642;left;238
8643;left;237
8644;left;236
8645;left;236
8646;left;235
8647;left;235
8648;left;234
8649;left;234
8650;left;233
8651;left;232
8652;left;232
8653;left;231
8654;left;231
8655;left;230
8656;left;229
8657;left;229
8658;left;228
8659;left;228
8660;left;227
8661;left;227
8662;left;226
8663;left;225
8664;left;225
8665;left;224
8666;left;224
8667;left;223
8668;left;223
8669;left;222
8670;left;221
8671;left;221
8672;left;220
8673;left;220
8674;left;219
8675;left;219
8676;left;218
8677;left;217
8678;left;217
8679;left;216
8680;left;216
8681;left;215
8682;left;215
8683;left;214
8684;left;213
8685;left;213
8686;left;212
8687;left;212
8688;left;211
8689;left;210
8690;left;210
8691;left;209
8692;left;209
8693;left;208
8694;left;207
8695;left;207
8696;left;206
8697;left;206
8698;left;205
8699;left;205
8700;left;204
8701;left;203
8702;left;203
8703;left;202
8704;left;201
8705;left;201
8706;left;200
8707;left;200
8708;left;199
8709;left;198
8710;left;198
8711;left;197
8712;left;197
8713;left;196
8714;left;196
8715;left;195
8716;left;194
8717;left;194
8718;left;193
8719;left;192
8720;left;192
8721;left;191
8722;left;191
8723;left;190
8724;left;190
8725;left;189
8726;left;188
8727;left;188
8728;left;187
8729;left;187
8730;left;186
8731;left;185
8732;left;185
8733;left;184
8734;left;184
8735;left;183
8736;left;182
8737;left;182
8738;left;181
8739;left;181
8740;left;180
8741;left;180
8742;left;179
8743;left;178
8744;left;178
8745;left;177
8746;left;177
8747;left;176
8748;left;175
8749;left;175
8750;left;174
8751;left;173
8752;left;173
8753;left;172
8754;left;172
8755;left;171
8756;left;171
8757;left;170
8758;left;170
8759;left;169
8760;left;168
8761;left;168
8762;left;167
8763;left;166
8764;left;166
8765;left;165
8766;left;165
8767;left;164
8768;left;163
8769;left;163
8770;left;162
8771;left;162
8772;left;161
8773;left;161
8774;left;160
8775;left;159
8776;left;159
8777;left;158
8778;left;158
8779;left;157
8780;left;156
8781;left;156
8782;left;155
8783;left;155
8784;left;154
8785;left;153
8786;left;153
8787;left;152
8788;left;152
8789;left;151
8790;left;151
8791;left;150
8792;left;149
8793;left;149
8794;left;148
8795;left;148
8796;left;147
8797;left;147
8798;left;146
8799;left;146
8800;left;145
8801;left;144
8802;left;144
8803;left;143
8804;left;143
8805;left;142
8806;left;142
8807;left;141
8808;left;140
8809;left;140
8810;left;139
8811;left;139
8812;left;138
8813;left;137
8814;left;137
8815;left;136
8816;left;136
8817;left;135
8818;left;134
8819;left;134
8820;left;133
8821;left;133
8822;left;132
8823;left;132
8824;left;131
8825;left;130
8826;left;130
8827;left;129
8828;left;128
8829;left;128
8830;left;127
8831;left;127
8832;left;126
8833;left;125
8834;left;125
8835;left;124
8836;left;124
8837;left;123
8838;left;123
8839;left;122
8840;left;121
8841;left;121
8842;left;120
8843;left;120
8844;left;119
8845;left;119
8846;left;118
8847;left;117
8848;left;117
8849;left;116
8850;left;116
8851;left;115
8852;left;115
8853;left;114
8854;left;113
8855;left;113
8856;left;112
8857;left;112
8858;left;111
8859;left;111
8860;left;110
8861;left;109
8862;left;109
8863;left;108
8864;left;108
8865;left;107
8866;left;107
8867;left;106
8868;left;106
8869;left;105
8870;left;104
8871;left;104
8872;left;103
8873;left;103
8874;left;102
8875;left;101
8876;left;101
8877;left;100
8878;left;99
8879;left;99
8880;left;98
8881;left;98
8882;left;97
8883;left;97
8884;left;96
8885;left;95
8886;left;95
8887;left;94
8888;left;94
8889;left;93
8890;left;92
8891;left;92
8892;left;91
8893;left;91
8894;left;90
8895;left;89
8896;left;89
8897;left;88
8898;left;88
8899;left;87
8900;left;87
8901;left;86
8902;left;85
8903;left;85
8904;left;84
8905;left;83
8906;left;83
8907;left;82
8908;left;82
8909;left;81
8910;left;80
8911;left;80
8912;left;79
8913;left;79
8914;left;78
8915;left;78
8916;left;77
8917;left;76
8918;left;76
8919;left;75
8920;left;75
8921;left;74
8922;left;73
8923;left;73
8924;left;72
8925;left;72
8926;left;71
8927;left;70
8928;left;70
8929;left;69
8930;left;69
8931;left;68
8932;left;68
8933;left;67
8934;left;66
8935;left;66
8936;left;65
8937;left;64
8938;left;64
8939;left;63
8940;left;63
8941;left;62
8942;left;62
8943;left;61
8944;left;60
8945;left;60
8946;left;59
8947;left;59
8948;left;58
8949;left;58
8950;left;57
8951;left;56
8952;left;56
8953;left;55
8954;left;55
8955;left;54
8956;left;54
8957;left;53
8958;left;52
8959;left;52
8960;left;51
8961;left;50
8962;left;50
8963;left;49
8964;left;49
8965;left;48
8966;left;47
8967;left;47
8968;left;46
8969;left;46
8970;left;45
8971;left;45
8972;left;44
8973;left;43
8974;left;43
8975;left;42
8976;left;42
8977;left;41
8978;left;40
8979;left;40
8980;left;39
8981;left;39
8982;left;38
8983;left;37
8984;left;37
8985;left;36
8986;left;36
8987;left;35
8988;left;35
8989;left;34
8990;left;33
8991;left;33
8992;left;32
8993;left;31
8994;left;31
8995;left;30
8996;left;30
8997;left;29
8998;left;29
8999;left;28
9000;left;27
9001;left;27
9002;left;26
9003;left;26
9004;left;25
9005;left;25
9006;left;25
9007;left;24
9008;left;24
9009;left;24
9010;left;23
9011;left;23
9012;left;23
9013;left;23
9014;left;23
9015;left;23
9016;left;23
9017;left;23
9018;left;23
9019;left;23
9020;left;23
9021;left;23
9022;left;23
9023;left;23
9024;left;23
9025;left;23
9026;left;23
9027;left;23
9028;left;23
9029;left;23
9030;left;23
9031;left;23
9032;left;23
9033;left;23
9034;left;23
9035;left;23
9036;left;23
9037;left;23
9038;left;23
9039;left;23
9040;left;23
9041;left;23
9042;left;23
9043;left;23
9044;left;23
9045;left;23
9046;left;23
9047;left;23
9048;left;23
9049;left;23
9050;left;23
9051;left;23
9052;left;23
9053;left;23
9054;left;23
9055;left;23
9056;left;23
9057;left;23
9058;left;23
9059;left;23
9060;left;23
9061;left;23
9062;left;23
9063;left;23
9064;left;23
9065;left;23
9066;left;23
9067;left;23
9068;left;23
9069;left;23
9070;left;23
9071;left;23
9072;left;23
9073;left;23
9074;left;23
9075;left;23
9076;left;23
9077;left;23
9078;left;23
9079;left;23
9080;left;23
9081;left;23
9082;left;23
9083;left;23
9084;left;23
9085;left;23
9086;left;23
9087;left;23
9088;left;23
9089;left;23
9090;left;23
9091;left;23
9092;left;23
9093;left;23
9094;left;23
9095;left;23
9096;left;23
9097;left;23
9098;left;23
9099;left;23
9100;left;23
9101;left;23
9102;left;23
9103;left;23
9104;left;23
9105;left;23
9106;left;23
9107;left;23
9108;left;23
9109;left;23
9110;left;23
9111;left;23
9112;left;23
9113;left;23
9114;left;23
9115;left;23
9116;left;23
9117;left;23
9118;left;23
9119;left;23
9120;left;23
9121;left;23
9122;left;23
9123;left;23
9124;left;23
9125;left;23
9126;left;23
9127;left;23
9128;left;23
9129;left;23
9130;left;23
9131;left;23
9132;left;23
9133;left;23
9134;left;23
9135;left;23
9136;left;23
9137;left;23
9138;left;23
9139;left;23
9140;left;23
9141;left;23
9142;left;23
9143;left;23
9144;left;23
9145;left;23
9146;left;23
9147;left;23
9148;left;23
9149;left;23
9150;left;23
9151;left;23
9152;left;23
9153;left;23
9154;left;23
9155;left;23
9156;left;23
9157;left;23
9158;left;23
9159;left;23
9160;left;23
9161;left;23
9162;left;23
9163;left;23
9164;left;23
9165;left;23
9166;left;23
9167;left;23
9168;left;23
9169;left;23
9170;left;23
9171;left;23
9172;left;23
9173;left;23
9174;left;23
9175;left;23
9176;left;23
9177;left;23
9178;left;23
9179;left;23
9180;left;23
9181;left;23
9182;left;23
9183;left;23
9184;left;23
9185;left;23
9186;left;23
9187;left;23
9188;left;23
9189;left;23
9190;left;23
9191;left;23
9192;left;23
9193;left;23
9194;left;23
9195;left;23
9196;left;23
9197;left;23
9198;left;23
9199;left;23
9200;left;23
9201;left;23
9202;left;23
9203;left;23
9204;left;23
9205;left;23
9206;left;23
9207;left;23
9208;left;23
9209;left;23
9210;left;23
9211;left;23
9212;left;23
9213;left;23
9214;left;23
9215;left;23
9216;left;23
9217;left;23
9218;left;23
9219;left;23
9220;left;23
9221;left;23
9222;left;23
9223;left;23
9224;left;23
9225;left;23
9226;left;22
9227;left;22
9228;left;22
9229;left;22
9230;left;21
9231;left;21
9232;left;20
9233;left;20
9234;left;19
9235;left;19
9236;left;18
9237;left;17
9238;left;17
9239;left;16
9240;left;16
9241;left;15
9242;left;15
9243;left;14
9244;left;14
9245;left;13
9246;left;13
9247;left;12
9248;left;12
9249;left;11
9250;left;11
9251;left;10
9252;left;9
9253;left;9
9254;left;8
9255;left;8
9256;left;7
9257;left;7
9258;left;6
9259;left;6
9260;left;5
9261;left;4
9262;left;4
9263;left;3
9264;left;3
9265;left;2
9266;left;1
9267;left;1
9268;left;0
9269;left;0
9270;right;128
9271;right;127
9272;right;127
9273;right;126
9274;right;125
9275;right;125
9276;right;124
9277;right;124
9278;right;123
9279;right;123
9280;right;122
9281;right;121
9282;right;121
9283;right;120
9284;right;120
9285;right;119
9286;right;118
9287;right;118
9288;right;117
9289;right;116
9290;right;116
9291;right;115
9292;right;115
9293;right;114
9294;right;114
9295;right;113
9296;right;113
9297;right;112
9298;right;111
9299;right;111
9300;right;110
9301;right;110
9302;right;109
9303;right;108
9304;right;108
9305;right;107
9306;right;107
9307;right;106
9308;right;106
9309;right;105
9310;right;104
9311;right;104
9312;right;103
9313;right;103
9314;right;102
9315;right;102
9316;right;101
9317;right;100
9318;right;100
9319;right;99
9320;right;99
9321;right;98
9322;right;97
9323;right;97
9324;right;96
9325;right;96
9326;right;95
9327;right;94
9328;right;94
9329;right;93
9330;right;93
9331;right;92
9332;right;92
9333;right;91
9334;right;90
9335;right;90
9336;right;89
9337;right;89
9338;right;88
9339;right;87
9340;right;87
9341;right;86
9342;right;86
9343;right;85
9344;right;84
9345;right;84
9346;right;83
9347;right;83
9348;right;82
9349;right;82
9350;right;81
9351;right;80
9352;right;80
9353;right;79
9354;right;78
9355;right;78
9356;right;77
9357;right;77
9358;right;76
9359;right;75
9360;right;75
9361;right;74
9362;right;74
9363;right;73
9364;right;73
9365;right;72
9366;right;71
9367;right;71
9368;right;70
9369;right;70
9370;right;69
9371;right;68
9372;right;68
9373;right;67
9374;right;67
9375;right;66
9376;right;65
9377;right;65
9378;right;64
9379;right;64
9380;right;63
9381;right;63
9382;right;62
9383;right;61
9384;right;61
9385;right;60
9386;right;60
9387;right;59
9388;right;59
9389;right;58
9390;right;57
9391;right;57
9392;right;56
9393;right;56
9394;right;55
9395;right;55
9396;right;54
9397;right;54
9398;right;53
9399;right;52
9400;right;52
9401;right;51
9402;right;51
9403;right;50
9404;right;49
9405;right;49
9406;right;48
9407;right;48
9408;right;47
9409;right;47
9410;right;46
9411;right;45
9412;right;45
9413;right;44
9414;right;44
9415;right;43
9416;right;42
9417;right;42
9418;right;41
9419;right;41
9420;right;40
9421;right;39
9422;right;39
9423;right;38
9424;right;38
9425;right;37
9426;right;37
9427;right;36
9428;right;35
9429;right;35
9430;right;34
9431;right;33
9432;right;33
9433;right;32
9434;right;32
9435;right;31
9436;right;31
9437;right;30
9438;right;29
9439;right;29
9440;right;28
9441;right;28
9442;right;27
9443;right;26
9444;right;26
9445;right;25
9446;right;24
9447;right;24
9448;right;23
9449;right;23
9450;right;22
9451;right;22
9452;right;21
9453;right;20
9454;right;20
9455;right;19
9456;right;19
9457;right;18
9458;right;18
9459;right;17
9460;right;16
9461;right;16
9462;right;15
9463;right;15
9464;right;14
9465;right;14
9466;right;13
9467;right;12
9468;right;12
9469;right;11
9470;right;11
9471;right;10
9472;right;10
9473;right;9
9474;right;9
9475;right;8
9476;right;7
9477;right;7
9478;right;6
9479;right;6
9480;right;5
9481;right;5
9482;right;4
9483;right;3
9484;right;3
9485;right;2
9486;right;2
9487;right;1
9488;right;0
9489;right;0
9490;end;422
9491;end;421
9492;end;420
9493;end;420
9494;end;419
9495;end;419
9496;end;418
9497;end;418
9498;end;417
9499;end;416
9500;end;416
9501;end;415
9502;end;415
9503;end;414
9504;end;414
9505;end;413
9506;end;413
9507;end;412
9508;end;411
9509;end;411
9510;end;410
9511;end;409
9512;end;408
9513;end;408
9514;end;407
9515;end;406
9516;end;405
9517;end;404
9518;end;403
9519;end;403
9520;end;402
9521;end;401
9522;end;400
9523;end;399
9524;end;399
9525;end;398
9526;end;397
9527;end;396
9528;end;396
9529;end;395
9530;end;394
9531;end;394
9532;end;393
9533;end;393
9534;end;392
9535;end;392
9536;end;391
9537;end;390
9538;end;390
9539;end;389
9540;end;388
9541;end;388
9542;end;387
9543;end;386
9544;end;386
9545;end;385
9546;end;385
9547;end;384
9548;end;384
9549;end;383
9550;end;382
9551;end;382
9552;end;381
9553;end;381
9554;end;380
9555;end;380
9556;end;379
9557;end;378
9558;end;378
9559;end;377
9560;end;376
9561;end;376
9562;end;375
9563;end;375
9564;end;374
9565;end;374
9566;end;373
9567;end;372
9568;end;372
9569;end;371
9570;end;371
9571;end;370
9572;end;370
9573;end;369
9574;end;368
9575;end;368
9576;end;367
9577;end;367
9578;end;366
9579;end;365
9580;end;365
9581;end;364
9582;end;364
9583;end;363
9584;end;362
9585;end;362
9586;end;361
9587;end;361
9588;end;360
9589;end;360
9590;end;359
9591;end;358
9592;end;358
9593;end;357
9594;end;357
9595;end;356
9596;end;355
9597;end;355
9598;end;354
9599;end;354
9600;end;353
9601;end;352
9602;end;352
9603;end;351
9604;end;351
9605;end;350
9606;end;350
9607;end;349
9608;end;348
9609;end;348
9610;end;347
9611;end;347
9612;end;346
9613;end;346
9614;end;345
9615;end;344
9616;end;344
9617;end;343
9618;end;343
9619;end;342
9620;end;342
9621;end;341
9622;end;340
9623;end;340
9624;end;339
9625;end;339
9626;end;338
9627;end;338
9628;end;337
9629;end;336
9630;end;336
9631;end;335
9632;end;335
9633;end;334
9634;end;334
9635;end;333
9636;end;333
9637;end;332
9638;end;331
9639;end;331
9640;end;330
9641;end;329
9642;end;329
9643;end;328
9644;end;328
9645;end;327
9646;end;326
9647;end;326
9648;end;325
9649;end;324
9650;end;324
9651;end;323
9652;end;322
9653;end;321
9654;end;320
9655;end;319
9656;end;318
9657;end;317
9658;end;316
9659;end;315
9660;end;314
9661;end;312
9662;end;311
9663;end;310
9664;end;308
9665;end;307
9666;end;306
9667;end;304
9668;end;303
9669;end;302
9670;end;300
9671;end;299
9672;end;297
9673;end;296
9674;end;294
9675;end;293
9676;end;291
9677;end;290
9678;end;288
9679;end;286
9680;end;285
9681;end;283
9682;end;281
9683;end;279
9684;end;277
9685;end;275
9686;end;274
9687;end;272
9688;end;270
9689;end;268
9690;end;266
9691;end;264
9692;end;262
9693;end;260
9694;end;258
9695;end;256
9696;end;254
9697;end;252
9698;end;250
9699;end;248
9700;end;246
9701;end;244
9702;end;241
9703;end;239
9704;end;237
9705;end;235
9706;end;232
9707;end;230
9708;end;228
9709;end;226
9710;end;223
9711;end;221
9712;end;219
9713;end;217
9714;end;215
9715;end;213
9716;end;211
9717;end;209
9718;end;206
9719;end;204
9720;end;202
9721;end;200
9722;end;198
9723;end;196
9724;end;193
9725;end;191
9726;end;189
9727;end;187
9728;end;184
9729;end;182
9730;end;180
9731;end;178
9732;end;175
9733;end;173
9734;end;171
9735;end;169
9736;end;167
9737;end;164
9738;end;162
9739;end;160
9740;end;158
9741;end;155
9742;end;153
9743;end;151
9744;end;149
9745;end;146
9746;end;144
9747;end;142
9748;end;140
9749;end;137
9750;end;135
9751;end;133
9752;end;131
9753;end;129
9754;end;126
9755;end;124
9756;end;122
9757;end;120
9758;end;118
9759;end;116
9760;end;114
9761;end;111
9762;end;109
9763;end;107
9764;end;105
9765;end;102
9766;end;100
9767;end;98
9768;end;96
9769;end;93
9770;end;91
9771;end;89
9772;end;87
9773;end;85
9774;end;83
9775;end;80
9776;end;78
9777;end;76
9778;end;74
9779;end;72
9780;end;70
9781;end;68
9782;end;66
9783;end;65
9784;end;63
9785;end;62
9786;end;61
9787;end;59
9788;end;58
9789;end;57
9790;end;57
9791;end;56
9792;end;55
9793;end;55
9794;end;54
9795;end;53
9796;end;53
9797;end;52
9798;end;51
9799;end;51
9800;end;50
9801;end;50
9802;end;49
9803;end;48
9804;end;48
9805;end;47
9806;end;47
9807;end;46
9808;end;45
9809;end;45
9810;end;44
9811;end;44
9812;end;43
9813;end;42
9814;end;42
9815;end;41
9816;end;41
9817;end;40
9818;end;39
9819;end;39
9820;end;38
9821;end;38
9822;end;37
9823;end;36
9824;end;36
9825;end;35
9826;end;35
9827;end;34
9828;end;33
9829;end;33
9830;end;32
9831;end;31
9832;end;31
9833;end;30
9834;end;29
9835;end;29
9836;end;28
9837;end;28
9838;end;27
9839;end;27
9840;end;26
9841;end;26
9842;end;25
9843;end;24
9844;end;24
9845;end;23
9846;end;22
9847;end;22
9848;end;21
9849;end;21
9850;end;20
9851;end;19
9852;end;19
9853;end;18
9854;end;18
9855;end;17
9856;end;17
9857;end;16
9858;end;15
9859;end;15
9860;end;14
9861;end;14
9862;end;13
9863;end;13
9864;end;13
9865;end;13
9866;end;13
9867;end;13
9868;end;13
9869;end;13
9870;end;13
9871;end;13
9872;end;13
9873;end;13
9874;end;13
9875;end;13
9876;end;13
9877;end;13
9878;end;13
9879;end;13
9880;end;13
9881;end;13
9882;end;13
9883;end;13
9884;end;13
9885;end;13
9886;end;13
9887;end;13
9888;end;13
9889;end;13
9890;end;13
9891;end;13
9892;end;13
9893;end;13
9894;end;13
9895;end;13
9896;end;13
9897;end;13
9898;end;13
9899;end;13
9900;end;13
9901;end;13
9902;end;13
9903;end;13
9904;end;13
9905;end;13
9906;end;13
9907;end;13
9908;end;13
9909;end;13
9910;end;13
9911;end;13
9912;end;13
9913;end;13
9914;end;13
9915;end;13
9916;end;13
9917;end;13
9918;end;13
9919;end;13
9920;end;13
9921;end;13
9922;end;13
9923;end;13
9924;end;13
9925;end;13
9926;end;13
9927;end;13
9928;end;13
9929;end;13
9930;end;13
9931;end;13
9932;end;13
9933;end;13
9934;end;13
9935;end;13
9936;end;13
9937;end;13
9938;end;13
9939;end;13
9940;end;13
9941;end;13
9942;end;13
9943;end;13
9944;end;13
9945;end;13
9946;end;13
9947;end;13
9948;end;13
9949;end;13
9950;end;13
9951;end;13
9952;end;13
9953;end;13
9954;end;13
9955;end;13
9956;end;13
9957;end;13
9958;end;13
9959;end;13
9960;end;13
9961;end;13
9962;end;13
9963;end;13
9964;end;13
9965;end;13
9966;end;13
9967;end;13
9968;end;13
9969;end;13
9970;end;13
9971;end;13
9972;end;13
9973;end;13
9974;end;13
9975;end;12
9976;end;12
9977;end;12
9978;end;11
9979;end;11
9980;end;10
9981;end;10
9982;end;9
9983;end;9
9984;end;8
9985;end;7
9986;end;7
9987;end;6
9988;end;5
9989;end;5
9990;end;4
9991;end;4
9992;end;3
9993;end;2
9994;end;2
9995;end;1
9996;end;1
9997;end;0
9998;end;0
9999;end;0
10000;end;0
