frame;intention_direction;intention_proximity
4087;left;12
4088;left;12
4089;left;12
4090;left;12
4091;left;12
4092;left;12
4093;left;12
4094;left;12
4095;left;12
4096;left;12
4097;left;12
4098;left;12
4099;left;12
4100;left;12
4101;left;12
4102;left;12
4103;left;12
4104;left;12
4105;left;12
4106;left;12
4107;left;12
4108;left;12
4109;left;12
4110;left;12
4111;left;12
4112;left;12
4113;left;12
4114;left;12
4115;left;12
4116;left;12
4117;left;12
4118;left;12
4119;left;12
4120;left;12
4121;left;12
4122;left;12
4123;left;12
4124;left;12
4125;left;12
4126;left;12
4127;left;12
4128;left;12
4129;left;12
4130;left;12
4131;left;12
4132;left;12
4133;left;12
4134;left;12
4135;left;12
4136;left;12
4137;left;12
4138;left;12
4139;left;12
4140;left;12
4141;left;12
4142;left;12
4143;left;12
4144;left;12
4145;left;12
4146;left;12
4147;left;12
4148;left;12
4149;left;12
4150;left;12
4151;left;12
4152;left;12
4153;left;12
4154;left;12
4155;left;12
4156;left;12
4157;left;12
4158;left;12
4159;left;12
4160;left;12
4161;left;12
4162;left;12
4163;left;12
4164;left;12
4165;left;12
4166;left;12
4167;left;12
4168;left;12
4169;left;12
4170;left;12
4171;left;12
4172;left;12
4173;left;12
4174;left;12
4175;left;12
4176;left;12
4177;left;12
4178;left;12
4179;left;12
4180;left;12
4181;left;12
4182;left;12
4183;left;12
4184;left;12
4185;left;12
4186;left;12
4187;left;12
4188;left;12
4189;left;12
4190;left;12
4191;left;12
4192;left;12
4193;left;12
4194;left;12
4195;left;12
4196;left;12
4197;left;12
4198;left;12
4199;left;12
4200;left;12
4201;left;12
4202;left;12
4203;left;12
4204;left;12
4205;left;12
4206;left;12
4207;left;12
4208;left;12
4209;left;12
4210;left;12
4211;left;12
4212;left;12
4213;left;12
4214;left;12
4215;left;12
4216;left;12
4217;left;12
4218;left;12
4219;left;12
4220;left;12
4221;left;12
4222;left;12
4223;left;12
4224;left;12
4225;left;12
4226;left;12
4227;left;12
4228;left;12
4229;left;12
4230;left;12
4231;left;12
4232;left;12
4233;left;12
4234;left;12
4235;left;12
4236;left;12
4237;left;12
4238;left;11
4239;left;11
4240;left;11
4241;left;10
4242;left;10
4243;left;9
4244;left;9
4245;left;8
4246;left;7
4247;left;7
4248;left;6
4249;left;5
4250;left;5
4251;left;4
4252;left;4
4253;left;3
4254;left;2
4255;left;2
4256;left;1
4257;left;1
4258;left;0
4259;left;0
4260;left;65
4261;left;64
4262;left;64
4263;left;63
4264;left;63
4265;left;62
4266;left;61
4267;left;61
4268;left;60
4269;left;60
4270;left;59
4271;left;58
4272;left;58
4273;left;57
4274;left;57
4275;left;56
4276;left;56
4277;left;55
4278;left;54
4279;left;54
4280;left;53
4281;left;52
4282;left;52
4283;left;51
4284;left;51
4285;left;50
4286;left;50
4287;left;49
4288;left;48
4289;left;48
4290;left;47
4291;left;47
4292;left;46
4293;left;45
4294;left;45
4295;left;44
4296;left;44
4297;left;43
4298;left;42
4299;left;42
4300;left;41
4301;left;41
4302;left;40
4303;left;40
4304;left;39
4305;left;38
4306;left;38
4307;left;37
4308;left;37
4309;left;36
4310;left;36
4311;left;35
4312;left;34
4313;left;34
4314;left;33
4315;left;33
4316;left;32
4317;left;32
4318;left;31
4319;left;30
4320;left;30
4321;left;29
4322;left;29
4323;left;28
4324;left;28
4325;left;27
4326;left;26
4327;left;26
4328;left;25
4329;left;25
4330;left;24
4331;left;23
4332;left;23
4333;left;22
4334;left;22
4335;left;21
4336;left;20
4337;left;20
4338;left;19
4339;left;19
4340;left;18
4341;left;18
4342;left;17
4343;left;16
4344;left;16
4345;left;15
4346;left;15
4347;left;14
4348;left;13
4349;left;13
4350;left;13
4351;left;12
4352;left;12
4353;left;12
4354;left;12
4355;left;12
4356;left;12
4357;left;12
4358;left;12
4359;left;12
4360;left;12
4361;left;12
4362;left;12
4363;left;12
4364;left;12
4365;left;12
4366;left;12
4367;left;12
4368;left;12
4369;left;12
4370;left;12
4371;left;12
4372;left;12
4373;left;12
4374;left;12
4375;left;12
4376;left;12
4377;left;12
4378;left;12
4379;left;12
4380;left;12
4381;left;12
4382;left;12
4383;left;12
4384;left;12
4385;left;12
4386;left;12
4387;left;12
4388;left;11
4389;left;11
4390;left;11
4391;left;10
4392;left;10
4393;left;9
4394;left;9
4395;left;8
4396;left;8
4397;left;7
4398;left;6
4399;left;6
4400;left;5
4401;left;5
4402;left;4
4403;left;3
4404;left;3
4405;left;2
4406;left;2
4407;left;1
4408;left;0
4409;left;0
4410;right;241
4411;right;240
4412;right;240
4413;right;239
4414;right;239
4415;right;238
4416;right;237
4417;right;237
4418;right;236
4419;right;236
4420;right;235
4421;right;234
4422;right;234
4423;right;233
4424;right;233
4425;right;232
4426;right;231
4427;right;231
4428;right;230
4429;right;230
4430;right;229
4431;right;229
4432;right;228
4433;right;227
4434;right;227
4435;right;226
4436;right;226
4437;right;225
4438;right;225
4439;right;224
4440;right;223
4441;right;223
4442;right;222
4443;right;222
4444;right;221
4445;right;221
4446;right;220
4447;right;219
4448;right;219
4449;right;218
4450;right;218
4451;right;217
4452;right;217
4453;right;216
4454;right;215
4455;right;215
4456;right;214
4457;right;214
4458;right;213
4459;right;213
4460;right;212
4461;right;211
4462;right;211
4463;right;210
4464;right;210
4465;right;209
4466;right;209
4467;right;208
4468;right;207
4469;right;207
4470;right;206
4471;right;206
4472;right;205
4473;right;205
4474;right;204
4475;right;203
4476;right;203
4477;right;202
4478;right;202
4479;right;201
4480;right;200
4481;right;200
4482;right;199
4483;right;199
4484;right;198
4485;right;197
4486;right;197
4487;right;196
4488;right;196
4489;right;195
4490;right;195
4491;right;194
4492;right;193
4493;right;193
4494;right;192
4495;right;191
4496;right;191
4497;right;190
4498;right;190
4499;right;189
4500;right;188
4501;right;188
4502;right;187
4503;right;187
4504;right;186
4505;right;186
4506;right;185
4507;right;184
4508;right;184
4509;right;183
4510;right;183
4511;right;182
4512;right;182
4513;right;181
4514;right;181
4515;right;180
4516;right;179
4517;right;179
4518;right;178
4519;right;178
4520;right;177
4521;right;176
4522;right;176
4523;right;175
4524;right;175
4525;right;174
4526;right;174
4527;right;173
4528;right;172
4529;right;172
4530;right;171
4531;right;171
4532;right;170
4533;right;170
4534;right;169
4535;right;169
4536;right;168
4537;right;167
4538;right;167
4539;right;166
4540;right;165
4541;right;165
4542;right;164
4543;right;164
4544;right;163
4545;right;162
4546;right;162
4547;right;161
4548;right;161
4549;right;160
4550;right;160
4551;right;159
4552;right;158
4553;right;158
4554;right;157
4555;right;157
4556;right;156
4557;right;155
4558;right;155
4559;right;154
4560;right;154
4561;right;153
4562;right;152
4563;right;152
4564;right;151
4565;right;151
4566;right;150
4567;right;150
4568;right;149
4569;right;148
4570;right;148
4571;right;147
4572;right;147
4573;right;146
4574;right;146
4575;right;145
4576;right;144
4577;right;144
4578;right;143
4579;right;143
4580;right;142
4581;right;142
4582;right;141
4583;right;140
4584;right;140
4585;right;139
4586;right;139
4587;right;138
4588;right;138
4589;right;137
4590;right;136
4591;right;136
4592;right;135
4593;right;135
4594;right;134
4595;right;134
4596;right;133
4597;right;132
4598;right;132
4599;right;131
4600;right;131
4601;right;130
4602;right;129
4603;right;129
4604;right;128
4605;right;128
4606;right;127
4607;right;126
4608;right;126
4609;right;125
4610;right;125
4611;right;124
4612;right;124
4613;right;123
4614;right;122
4615;right;122
4616;right;121
4617;right;120
4618;right;120
4619;right;119
4620;right;119
4621;right;118
4622;right;117
4623;right;117
4624;right;116
4625;right;116
4626;right;115
4627;right;115
4628;right;114
4629;right;113
4630;right;113
4631;right;112
4632;right;112
4633;right;111
4634;right;110
4635;right;110
4636;right;109
4637;right;109
4638;right;108
4639;right;107
4640;right;107
4641;right;106
4642;right;106
4643;right;105
4644;right;105
4645;right;104
4646;right;103
4647;right;103
4648;right;102
4649;right;102
4650;right;101
4651;right;100
4652;right;100
4653;right;99
4654;right;99
4655;right;98
4656;right;98
4657;right;97
4658;right;96
4659;right;96
4660;right;95
4661;right;95
4662;right;94
4663;right;93
4664;right;93
4665;right;92
4666;right;92
4667;right;91
4668;right;90
4669;right;90
4670;right;89
4671;right;89
4672;right;88
4673;right;88
4674;right;87
4675;right;86
4676;right;86
4677;right;85
4678;right;85
4679;right;84
4680;right;84
4681;right;83
4682;right;82
4683;right;82
4684;right;81
4685;right;81
4686;right;80
4687;right;80
4688;right;79
4689;right;78
4690;right;78
4691;right;77
4692;right;77
4693;right;76
4694;right;76
4695;right;75
4696;right;74
4697;right;74
4698;right;73
4699;right;72
4700;right;72
4701;right;71
4702;right;71
4703;right;70
4704;right;69
4705;right;69
4706;right;68
4707;right;68
4708;right;67
4709;right;67
4710;right;66
4711;right;65
4712;right;65
4713;right;64
4714;right;64
4715;right;63
4716;right;63
4717;right;62
4718;right;62
4719;right;61
4720;right;60
4721;right;60
4722;right;59
4723;right;58
4724;right;58
4725;right;57
4726;right;57
4727;right;56
4728;right;55
4729;right;55
4730;right;54
4731;right;54
4732;right;53
4733;right;53
4734;right;52
4735;right;51
4736;right;51
4737;right;50
4738;right;50
4739;right;49
4740;right;49
4741;right;48
4742;right;47
4743;right;47
4744;right;46
4745;right;46
4746;right;45
4747;right;45
4748;right;44
4749;right;43
4750;right;43
4751;right;42
4752;right;42
4753;right;41
4754;right;41
4755;right;40
4756;right;40
4757;right;39
4758;right;38
4759;right;38
4760;right;37
4761;right;36
4762;right;36
4763;right;35
4764;right;35
4765;right;34
4766;right;33
4767;right;33
4768;right;32
4769;right;32
4770;right;31
4771;right;31
4772;right;30
4773;right;29
4774;right;29
4775;right;28
4776;right;28
4777;right;27
4778;right;26
4779;right;26
4780;right;25
4781;right;25
4782;right;24
4783;right;23
4784;right;23
4785;right;22
4786;right;22
4787;right;21
4788;right;21
4789;right;20
4790;right;19
4791;right;19
4792;right;18
4793;right;17
4794;right;17
4795;right;16
4796;right;16
4797;right;15
4798;right;15
4799;right;14
4800;right;13
4801;right;13
4802;right;12
4803;right;12
4804;right;11
4805;right;10
4806;right;10
4807;right;10
4808;right;9
4809;right;9
4810;right;9
4811;right;9
4812;right;9
4813;right;9
4814;right;9
4815;right;9
4816;right;9
4817;right;9
4818;right;9
4819;right;9
4820;right;9
4821;right;9
4822;right;9
4823;right;9
4824;right;9
4825;right;9
4826;right;9
4827;right;9
4828;right;9
4829;right;9
4830;right;9
4831;right;9
4832;right;9
4833;right;9
4834;right;9
4835;right;9
4836;right;9
4837;right;9
4838;right;9
4839;right;9
4840;right;9
4841;right;9
4842;right;9
4843;right;9
4844;right;9
4845;right;9
4846;right;9
4847;right;9
4848;right;9
4849;right;9
4850;right;9
4851;right;9
4852;right;9
4853;right;9
4854;right;9
4855;right;9
4856;right;9
4857;right;9
4858;right;9
4859;right;9
4860;right;9
4861;right;9
4862;right;9
4863;right;9
4864;right;9
4865;right;9
4866;right;9
4867;right;9
4868;right;9
4869;right;9
4870;right;9
4871;right;9
4872;right;9
4873;right;9
4874;right;9
4875;right;9
4876;right;9
4877;right;9
4878;right;9
4879;right;9
4880;right;9
4881;right;9
4882;right;9
4883;right;9
4884;right;9
4885;right;9
4886;right;9
4887;right;9
4888;right;9
4889;right;9
4890;right;9
4891;right;9
4892;right;9
4893;right;9
4894;right;9
4895;right;9
4896;right;9
4897;right;9
4898;right;9
4899;right;9
4900;right;9
4901;right;9
4902;right;9
4903;right;9
4904;right;9
4905;right;9
4906;right;9
4907;right;9
4908;right;9
4909;right;9
4910;right;9
4911;right;9
4912;right;9
4913;right;9
4914;right;9
4915;right;9
4916;right;9
4917;right;9
4918;right;9
4919;right;9
4920;right;9
4921;right;9
4922;right;9
4923;right;9
4924;right;9
4925;right;9
4926;right;9
4927;right;9
4928;right;9
4929;right;9
4930;right;9
4931;right;9
4932;right;9
4933;right;9
4934;right;9
4935;right;9
4936;right;9
4937;right;9
4938;right;9
4939;right;9
4940;right;9
4941;right;9
4942;right;9
4943;right;9
4944;right;9
4945;right;9
4946;right;9
4947;right;9
4948;right;9
4949;right;9
4950;right;9
4951;right;9
4952;right;9
4953;right;9
4954;right;9
4955;right;9
4956;right;9
4957;right;9
4958;right;9
4959;right;9
4960;right;9
4961;right;9
4962;right;9
4963;right;9
4964;right;9
4965;right;9
4966;right;9
4967;right;9
4968;right;9
4969;right;9
4970;right;9
4971;right;9
4972;right;9
4973;right;9
4974;right;9
4975;right;9
4976;right;9
4977;right;9
4978;right;9
4979;right;9
4980;right;9
4981;right;9
4982;right;9
4983;right;9
4984;right;9
4985;right;9
4986;right;9
4987;right;9
4988;right;9
4989;right;9
4990;right;9
4991;right;9
4992;right;9
4993;right;9
4994;right;9
4995;right;9
4996;right;9
4997;right;9
4998;right;9
4999;right;9
5000;right;9
5001;right;9
5002;right;9
5003;right;9
5004;right;9
5005;right;9
5006;right;9
5007;right;9
5008;right;9
5009;right;9
5010;right;9
5011;right;9
5012;right;9
5013;right;9
5014;right;9
5015;right;9
5016;right;9
5017;right;9
5018;right;9
5019;right;9
5020;right;9
5021;right;9
5022;right;9
5023;right;9
5024;right;9
5025;right;9
5026;right;9
5027;right;9
5028;right;9
5029;right;9
5030;right;9
5031;right;9
5032;right;9
5033;right;9
5034;right;9
5035;right;9
5036;right;9
5037;right;9
5038;right;9
5039;right;9
5040;right;9
5041;right;9
5042;right;9
5043;right;9
5044;right;9
5045;right;9
5046;right;9
5047;right;9
5048;right;9
5049;right;9
5050;right;9
5051;right;9
5052;right;9
5053;right;9
5054;right;9
5055;right;9
5056;right;9
5057;right;9
5058;right;9
5059;right;9
5060;right;9
5061;right;9
5062;right;9
5063;right;9
5064;right;9
5065;right;9
5066;right;9
5067;right;9
5068;right;9
5069;right;9
5070;right;9
5071;right;9
5072;right;9
5073;right;9
5074;right;9
5075;right;9
5076;right;9
5077;right;9
5078;right;9
5079;right;9
5080;right;9
5081;right;9
5082;right;9
5083;right;9
5084;right;9
5085;right;9
5086;right;9
5087;right;9
5088;right;9
5089;right;9
5090;right;9
5091;right;9
5092;right;9
5093;right;9
5094;right;9
5095;right;9
5096;right;9
5097;right;9
5098;right;9
5099;right;9
5100;right;9
5101;right;9
5102;right;9
5103;right;9
5104;right;9
5105;right;9
5106;right;9
5107;right;9
5108;right;9
5109;right;9
5110;right;9
5111;right;9
5112;right;9
5113;right;9
5114;right;9
5115;right;9
5116;right;9
5117;right;9
5118;right;9
5119;right;9
5120;right;9
5121;right;9
5122;right;9
5123;right;9
5124;right;9
5125;right;9
5126;right;9
5127;right;9
5128;right;9
5129;right;9
5130;right;9
5131;right;9
5132;right;9
5133;right;9
5134;right;9
5135;right;9
5136;right;9
5137;right;9
5138;right;9
5139;right;9
5140;right;9
5141;right;9
5142;right;9
5143;right;9
5144;right;8
5145;right;8
5146;right;7
5147;right;7
5148;right;7
5149;right;6
5150;right;5
5151;right;5
5152;right;4
5153;right;4
5154;right;3
5155;right;2
5156;right;2
5157;right;1
5158;right;0
5159;right;0
5160;left;126
5161;left;126
5162;left;125
5163;left;125
5164;left;124
5165;left;124
5166;left;123
5167;left;123
5168;left;122
5169;left;121
5170;left;121
5171;left;120
5172;left;119
5173;left;119
5174;left;118
5175;left;118
5176;left;117
5177;left;117
5178;left;116
5179;left;115
5180;left;115
5181;left;114
5182;left;114
5183;left;113
5184;left;112
5185;left;112
5186;left;111
5187;left;111
5188;left;110
5189;left;109
5190;left;109
5191;left;108
5192;left;108
5193;left;107
5194;left;107
5195;left;106
5196;left;105
5197;left;105
5198;left;104
5199;left;103
5200;left;103
5201;left;102
5202;left;102
5203;left;101
5204;left;100
5205;left;100
5206;left;99
5207;left;99
5208;left;98
5209;left;98
5210;left;97
5211;left;96
5212;left;96
5213;left;95
5214;left;95
5215;left;94
5216;left;93
5217;left;93
5218;left;92
5219;left;92
5220;left;91
5221;left;91
5222;left;90
5223;left;89
5224;left;89
5225;left;88
5226;left;88
5227;left;87
5228;left;86
5229;left;86
5230;left;85
5231;left;84
5232;left;84
5233;left;83
5234;left;83
5235;left;82
5236;left;82
5237;left;81
5238;left;80
5239;left;80
5240;left;79
5241;left;79
5242;left;78
5243;left;77
5244;left;77
5245;left;76
5246;left;76
5247;left;75
5248;left;74
5249;left;74
5250;left;73
5251;left;73
5252;left;72
5253;left;72
5254;left;71
5255;left;70
5256;left;70
5257;left;69
5258;left;69
5259;left;68
5260;left;68
5261;left;67
5262;left;66
5263;left;66
5264;left;65
5265;left;65
5266;left;64
5267;left;64
5268;left;63
5269;left;62
5270;left;62
5271;left;61
5272;left;60
5273;left;60
5274;left;59
5275;left;59
5276;left;58
5277;left;57
5278;left;57
5279;left;56
5280;left;56
5281;left;55
5282;left;55
5283;left;54
5284;left;53
5285;left;53
5286;left;52
5287;left;52
5288;left;51
5289;left;50
5290;left;50
5291;left;49
5292;left;49
5293;left;48
5294;left;47
5295;left;47
5296;left;46
5297;left;46
5298;left;45
5299;left;45
5300;left;44
5301;left;43
5302;left;43
5303;left;42
5304;left;42
5305;left;41
5306;left;40
5307;left;40
5308;left;39
5309;left;39
5310;left;38
5311;left;37
5312;left;37
5313;left;36
5314;left;36
5315;left;35
5316;left;34
5317;left;34
5318;left;33
5319;left;33
5320;left;32
5321;left;31
5322;left;31
5323;left;30
5324;left;30
5325;left;29
5326;left;29
5327;left;28
5328;left;27
5329;left;27
5330;left;26
5331;left;26
5332;left;25
5333;left;25
5334;left;24
5335;left;23
5336;left;23
5337;left;22
5338;left;22
5339;left;21
5340;left;21
5341;left;20
5342;left;19
5343;left;19
5344;left;18
5345;left;17
5346;left;17
5347;left;16
5348;left;16
5349;left;15
5350;left;14
5351;left;14
5352;left;13
5353;left;13
5354;left;13
5355;left;13
5356;left;13
5357;left;13
5358;left;13
5359;left;13
5360;left;13
5361;left;13
5362;left;13
5363;left;13
5364;left;13
5365;left;13
5366;left;13
5367;left;13
5368;left;13
5369;left;13
5370;left;13
5371;left;13
5372;left;13
5373;left;13
5374;left;13
5375;left;13
5376;left;13
5377;left;13
5378;left;13
5379;left;13
5380;left;13
5381;left;13
5382;left;13
5383;left;13
5384;left;13
5385;left;13
5386;left;13
5387;left;13
5388;left;13
5389;left;13
5390;left;13
5391;left;13
5392;left;13
5393;left;13
5394;left;13
5395;left;13
5396;left;13
5397;left;13
5398;left;13
5399;left;13
5400;left;13
5401;left;13
5402;left;13
5403;left;13
5404;left;13
5405;left;13
5406;left;13
5407;left;13
5408;left;13
5409;left;13
5410;left;13
5411;left;13
5412;left;13
5413;left;13
5414;left;13
5415;left;13
5416;left;13
5417;left;13
5418;left;13
5419;left;13
5420;left;13
5421;left;13
5422;left;13
5423;left;13
5424;left;13
5425;left;13
5426;left;13
5427;left;13
5428;left;13
5429;left;13
5430;left;13
5431;left;13
5432;left;13
5433;left;13
5434;left;13
5435;left;13
5436;left;13
5437;left;13
5438;left;13
5439;left;13
5440;left;13
5441;left;13
5442;left;13
5443;left;13
5444;left;13
5445;left;13
5446;left;13
5447;left;13
5448;left;13
5449;left;13
5450;left;13
5451;left;13
5452;left;13
5453;left;13
5454;left;13
5455;left;13
5456;left;13
5457;left;13
5458;left;13
5459;left;13
5460;left;13
5461;left;13
5462;left;13
5463;left;13
5464;left;13
5465;left;13
5466;left;13
5467;left;13
5468;left;13
5469;left;13
5470;left;13
5471;left;13
5472;left;13
5473;left;13
5474;left;13
5475;left;13
5476;left;13
5477;left;13
5478;left;13
5479;left;13
5480;left;13
5481;left;13
5482;left;13
5483;left;13
5484;left;13
5485;left;13
5486;left;13
5487;left;13
5488;left;13
5489;left;13
5490;left;13
5491;left;13
5492;left;13
5493;left;13
5494;left;13
5495;left;13
5496;left;13
5497;left;13
5498;left;13
5499;left;13
5500;left;13
5501;left;13
5502;left;13
5503;left;13
5504;left;13
5505;left;13
5506;left;13
5507;left;13
5508;left;13
5509;left;13
5510;left;13
5511;left;13
5512;left;13
5513;left;13
5514;left;13
5515;left;13
5516;left;13
5517;left;13
5518;left;13
5519;left;13
5520;left;13
5521;left;13
5522;left;13
5523;left;13
5524;left;13
5525;left;13
5526;left;13
5527;left;13
5528;left;13
5529;left;13
5530;left;13
5531;left;13
5532;left;13
5533;left;13
5534;left;13
5535;left;13
5536;left;13
5537;left;13
5538;left;13
5539;left;13
5540;left;13
5541;left;13
5542;left;13
5543;left;13
5544;left;13
5545;left;13
5546;left;13
5547;left;13
5548;left;13
5549;left;13
5550;left;13
5551;left;13
5552;left;13
5553;left;13
5554;left;13
5555;left;13
5556;left;13
5557;left;13
5558;left;13
5559;left;13
5560;left;13
5561;left;13
5562;left;13
5563;left;13
5564;left;13
5565;left;13
5566;left;13
5567;left;13
5568;left;13
5569;left;13
5570;left;13
5571;left;13
5572;left;13
5573;left;13
5574;left;13
5575;left;13
5576;left;13
5577;left;13
5578;left;13
5579;left;13
5580;left;13
5581;left;13
5582;left;13
5583;left;13
5584;left;13
5585;left;13
5586;left;13
5587;left;13
5588;left;13
5589;left;13
5590;left;13
5591;left;13
5592;left;13
5593;left;13
5594;left;13
5595;left;12
5596;left;12
5597;left;12
5598;left;12
5599;left;11
5600;left;11
5601;left;10
5602;left;10
5603;left;9
5604;left;9
5605;left;8
5606;left;7
5607;left;7
5608;left;6
5609;left;5
5610;left;5
5611;left;4
5612;left;4
5613;left;3
5614;left;2
5615;left;2
5616;left;1
5617;left;1
5618;left;0
5619;left;0
5620;left;1199
5621;left;1198
5622;left;1198
5623;left;1197
5624;left;1196
5625;left;1196
5626;left;1195
5627;left;1195
5628;left;1194
5629;left;1193
5630;left;1193
5631;left;1192
5632;left;1192
5633;left;1191
5634;left;1191
5635;left;1190
5636;left;1189
5637;left;1189
5638;left;1188
5639;left;1187
5640;left;1187
5641;left;1186
5642;left;1186
5643;left;1185
5644;left;1185
5645;left;1184
5646;left;1183
5647;left;1183
5648;left;1182
5649;left;1182
5650;left;1181
5651;left;1181
5652;left;1180
5653;left;1179
5654;left;1179
5655;left;1178
5656;left;1177
5657;left;1177
5658;left;1176
5659;left;1176
5660;left;1175
5661;left;1175
5662;left;1174
5663;left;1173
5664;left;1173
5665;left;1172
5666;left;1172
5667;left;1171
5668;left;1170
5669;left;1170
5670;left;1169
5671;left;1169
5672;left;1168
5673;left;1167
5674;left;1167
5675;left;1166
5676;left;1166
5677;left;1165
5678;left;1165
5679;left;1164
5680;left;1163
5681;left;1163
5682;left;1162
5683;left;1161
5684;left;1161
5685;left;1160
5686;left;1160
5687;left;1159
5688;left;1158
5689;left;1158
5690;left;1157
5691;left;1157
5692;left;1156
5693;left;1156
5694;left;1155
5695;left;1155
5696;left;1154
5697;left;1153
5698;left;1153
5699;left;1152
5700;left;1151
5701;left;1151
5702;left;1150
5703;left;1150
5704;left;1149
5705;left;1148
5706;left;1148
5707;left;1147
5708;left;1147
5709;left;1146
5710;left;1146
5711;left;1145
5712;left;1144
5713;left;1144
5714;left;1143
5715;left;1143
5716;left;1142
5717;left;1141
5718;left;1141
5719;left;1140
5720;left;1140
5721;left;1139
5722;left;1138
5723;left;1138
5724;left;1137
5725;left;1137
5726;left;1136
5727;left;1136
5728;left;1135
5729;left;1134
5730;left;1134
5731;left;1133
5732;left;1133
5733;left;1132
5734;left;1132
5735;left;1131
5736;left;1130
5737;left;1130
5738;left;1129
5739;left;1129
5740;left;1128
5741;left;1128
5742;left;1128
5743;left;1127
5744;left;1127
5745;left;1127
5746;left;1126
5747;left;1126
5748;left;1125
5749;left;1125
5750;left;1124
5751;left;1124
5752;left;1123
5753;left;1122
5754;left;1122
5755;left;1121
5756;left;1120
5757;left;1120
5758;left;1119
5759;left;1118
5760;left;1117
5761;left;1116
5762;left;1116
5763;left;1115
5764;left;1114
5765;left;1113
5766;left;1112
5767;left;1112
5768;left;1111
5769;left;1110
5770;left;1109
5771;left;1108
5772;left;1108
5773;left;1107
5774;left;1106
5775;left;1106
5776;left;1105
5777;left;1104
5778;left;1104
5779;left;1103
5780;left;1102
5781;left;1101
5782;left;1101
5783;left;1100
5784;left;1099
5785;left;1098
5786;left;1097
5787;left;1096
5788;left;1095
5789;left;1094
5790;left;1093
5791;left;1092
5792;left;1091
5793;left;1090
5794;left;1089
5795;left;1088
5796;left;1087
5797;left;1085
5798;left;1084
5799;left;1083
5800;left;1081
5801;left;1080
5802;left;1078
5803;left;1077
5804;left;1075
5805;left;1074
5806;left;1072
5807;left;1070
5808;left;1069
5809;left;1067
5810;left;1065
5811;left;1064
5812;left;1062
5813;left;1060
5814;left;1059
5815;left;1057
5816;left;1055
5817;left;1053
5818;left;1051
5819;left;1049
5820;left;1047
5821;left;1045
5822;left;1043
5823;left;1041
5824;left;1039
5825;left;1037
5826;left;1035
5827;left;1033
5828;left;1031
5829;left;1029
5830;left;1027
5831;left;1024
5832;left;1022
5833;left;1020
5834;left;1018
5835;left;1016
5836;left;1013
5837;left;1011
5838;left;1009
5839;left;1007
5840;left;1004
5841;left;1002
5842;left;1000
5843;left;998
5844;left;996
5845;left;993
5846;left;991
5847;left;989
5848;left;987
5849;left;984
5850;left;982
5851;left;980
5852;left;978
5853;left;976
5854;left;973
5855;left;971
5856;left;969
5857;left;967
5858;left;965
5859;left;963
5860;left;961
5861;left;959
5862;left;957
5863;left;954
5864;left;952
5865;left;950
5866;left;948
5867;left;945
5868;left;943
5869;left;941
5870;left;939
5871;left;936
5872;left;934
5873;left;932
5874;left;930
5875;left;928
5876;left;925
5877;left;923
5878;left;921
5879;left;919
5880;left;916
5881;left;914
5882;left;912
5883;left;910
5884;left;908
5885;left;905
5886;left;903
5887;left;901
5888;left;899
5889;left;896
5890;left;894
5891;left;892
5892;left;890
5893;left;888
5894;left;885
5895;left;883
5896;left;881
5897;left;879
5898;left;876
5899;left;874
5900;left;872
5901;left;870
5902;left;868
5903;left;866
5904;left;864
5905;left;862
5906;left;859
5907;left;857
5908;left;855
5909;left;853
5910;left;851
5911;left;849
5912;left;846
5913;left;844
5914;left;842
5915;left;840
5916;left;838
5917;left;837
5918;left;835
5919;left;834
5920;left;832
5921;left;831
5922;left;830
5923;left;829
5924;left;828
5925;left;828
5926;left;827
5927;left;826
5928;left;826
5929;left;825
5930;left;825
5931;left;824
5932;left;824
5933;left;823
5934;left;822
5935;left;822
5936;left;821
5937;left;821
5938;left;820
5939;left;819
5940;left;819
5941;left;818
5942;left;818
5943;left;817
5944;left;817
5945;left;816
5946;left;816
5947;left;815
5948;left;815
5949;left;814
5950;left;813
5951;left;813
5952;left;812
5953;left;812
5954;left;811
5955;left;810
5956;left;810
5957;left;809
5958;left;809
5959;left;808
5960;left;808
5961;left;807
5962;left;806
5963;left;806
5964;left;805
5965;left;805
5966;left;804
5967;left;803
5968;left;803
5969;left;802
5970;left;802
5971;left;801
5972;left;800
5973;left;800
5974;left;799
5975;left;799
5976;left;798
5977;left;798
5978;left;797
5979;left;797
5980;left;796
5981;left;795
5982;left;795
5983;left;794
5984;left;794
5985;left;793
5986;left;792
5987;left;792
5988;left;791
5989;left;791
5990;left;790
5991;left;790
5992;left;789
5993;left;788
5994;left;788
5995;left;787
5996;left;787
5997;left;786
5998;left;786
5999;left;785
6000;left;784
6001;left;784
6002;left;783
6003;left;783
6004;left;782
6005;left;782
6006;left;781
6007;left;780
6008;left;780
6009;left;779
6010;left;779
6011;left;778
6012;left;777
6013;left;777
6014;left;776
6015;left;776
6016;left;775
6017;left;774
6018;left;774
6019;left;773
6020;left;773
6021;left;772
6022;left;771
6023;left;771
6024;left;770
6025;left;770
6026;left;769
6027;left;769
6028;left;769
6029;left;769
6030;left;769
6031;left;769
6032;left;769
6033;left;769
6034;left;769
6035;left;769
6036;left;769
6037;left;769
6038;left;769
6039;left;769
6040;left;769
6041;left;769
6042;left;769
6043;left;769
6044;left;769
6045;left;769
6046;left;769
6047;left;769
6048;left;769
6049;left;769
6050;left;769
6051;left;769
